District,State,County,Tract,Block
02A,24,043,011302,1005
02A,24,043,011302,1009
02A,24,043,011302,1010
02A,24,043,011302,1021
02A,24,043,011302,1020
02A,24,043,011202,2022
02A,24,043,011202,2002
02A,24,043,011202,2023
02A,24,043,011202,2003
02A,24,043,011302,1004
02A,24,043,011302,1003
01C,24,001,000100,3000
01C,24,001,000100,3002
01C,24,001,000100,3013
01C,24,001,000100,2066
01C,24,001,000100,2079
01B,24,001,000200,2004
01B,24,001,000200,2003
01C,24,001,000200,1015
01C,24,001,000200,1014
01C,24,001,000100,3031
01C,24,001,000100,3045
01C,24,001,000100,3030
01C,24,001,000100,3029
01C,24,001,000200,1032
01C,24,001,000100,3046
01C,24,001,000200,1013
01C,24,001,000100,3058
01C,24,001,000100,3027
01C,24,001,000100,3028
01C,24,001,000100,3014
01C,24,001,000100,3032
01C,24,001,000100,3016
01C,24,001,000100,3017
01C,24,001,000100,3015
01C,24,001,000100,3018
01C,24,001,000100,3063
01C,24,001,000100,3034
01C,24,001,000100,3059
01C,24,001,000100,3026
01B,24,001,000200,2001
01C,24,001,000200,2032
01C,24,001,000200,2037
01C,24,001,000200,2024
01C,24,001,000200,2025
01C,24,001,000200,2022
01C,24,001,000200,2023
01C,24,001,000200,2020
01C,24,001,000200,2021
01C,24,001,000100,2080
01C,24,001,000200,2000
01B,24,001,001502,1054
01B,24,001,001502,1052
01B,24,001,001502,1053
01B,24,001,001502,1055
01B,24,001,001502,1003
01B,24,001,001502,1050
01B,24,001,001502,1026
01B,24,001,001502,1027
01B,24,001,001502,1051
01B,24,001,002300,4000
01B,24,001,002300,3001
01B,24,001,000200,2038
01C,24,001,000200,1002
01C,24,001,000200,1001
01C,24,001,000200,1029
01C,24,001,000200,1003
01C,24,001,000200,1004
01C,24,001,000200,1011
01C,24,001,000100,3021
01C,24,001,000100,3020
01C,24,001,000200,1000
01C,24,001,000200,2031
01C,24,001,000200,2030
01C,24,001,000100,2062
01C,24,001,000100,2065
01B,24,001,000500,2001
01C,24,001,000200,2027
01C,24,001,000200,2018
01C,24,001,000200,2019
01B,24,001,002300,2003
01C,24,001,000200,2017
01C,24,001,000100,2067
01C,24,001,000100,2068
01C,24,001,000100,2055
01C,24,001,000100,2069
01C,24,001,000100,2070
01C,24,001,000100,2057
01C,24,001,000100,2060
01C,24,001,000100,2058
01C,24,001,000100,2059
01C,24,001,000100,2064
01C,24,001,000100,2056
01C,24,001,000100,2061
01C,24,001,000100,2063
01C,24,001,000100,2081
01C,24,001,000100,2028
01C,24,001,000100,2007
01C,24,001,000100,2006
01C,24,001,000100,2027
01C,24,001,000100,2008
01C,24,001,000200,1017
01C,24,001,000200,1034
01C,24,001,000200,1016
01C,24,001,000200,1024
01C,24,001,000200,1023
01C,24,001,000200,1030
01C,24,001,000200,1012
01C,24,001,000200,1006
01C,24,001,000200,1005
01C,24,001,000200,1007
01C,24,001,000200,1036
01C,24,001,000200,1031
01C,24,001,000200,1021
01C,24,001,000200,1020
01C,24,001,000200,1022
01C,24,001,000200,1008
01C,24,001,000200,1009
01C,24,001,000200,1019
01C,24,001,000100,3019
01C,24,001,000200,1018
01C,24,001,000200,1010
01B,24,001,001900,2000
01B,24,001,001900,1012
01A,24,023,000700,1065
01A,24,023,000700,1075
01A,24,023,000700,1064
01A,24,023,000700,1070
01A,24,023,000700,1073
01A,24,023,000700,1069
01A,24,023,000700,1067
01A,24,023,000601,4037
01A,24,023,000700,1066
01A,24,023,000601,4038
01A,24,023,000700,1068
01A,24,023,000601,4036
01A,24,023,000601,4035
01A,24,023,000601,4031
01A,24,023,000700,1062
01A,24,023,000601,4034
01A,24,023,000601,4032
01A,24,023,000700,1061
01A,24,023,000700,1059
01A,24,023,000700,1063
01A,24,023,000700,1030
01A,24,023,000700,1071
01A,24,023,000700,1072
01A,24,023,000700,1058
01A,24,023,000700,1034
01A,24,023,000700,1060
01A,24,023,000700,1033
01A,24,023,000700,1011
01A,24,023,000700,1057
01A,24,023,000700,1056
01A,24,023,000700,1076
01A,24,023,000700,1074
01A,24,023,000400,1009
01A,24,023,000400,1013
01A,24,023,000400,1004
01A,24,023,000400,1005
01A,24,023,000400,1006
01A,24,023,000400,1023
01A,24,023,000400,1049
01A,24,023,000400,1025
01A,24,023,000400,1026
01A,24,023,000400,1011
01A,24,023,000400,1022
01A,24,023,000400,1024
01A,24,023,000400,1008
01A,24,023,000400,1010
01A,24,023,000400,1012
01A,24,023,000400,1000
01A,24,023,000300,2108
01A,24,023,000400,1001
01A,24,023,000400,1007
01A,24,023,000300,2113
01A,24,023,000300,2078
01A,24,023,000300,2106
01A,24,023,000300,2079
01A,24,023,000300,2105
01A,24,023,000300,2107
01A,24,023,000300,2102
01A,24,023,000300,2104
01A,24,023,000300,2068
01A,24,023,000400,1048
01A,24,023,000400,1027
01A,24,023,000400,1028
01A,24,023,000400,1029
01A,24,023,000200,1058
01A,24,023,000200,2011
01A,24,023,000200,2005
01A,24,023,000200,2012
01A,24,023,000200,1057
01A,24,023,000200,1065
01A,24,023,000200,1009
01A,24,023,000200,1008
01A,24,023,000100,2002
01A,24,023,000200,1069
01A,24,023,000200,1018
01A,24,023,000200,1068
01A,24,023,000200,1074
01A,24,023,000200,1017
01A,24,023,000200,1016
01A,24,023,000200,1012
01A,24,023,000200,1011
01A,24,023,000400,2023
01A,24,023,000400,2024
01A,24,023,000400,2005
01A,24,023,000400,2050
01A,24,023,000400,2007
01A,24,023,000400,2006
01A,24,023,000400,2003
01A,24,023,000400,2000
01A,24,023,000400,2001
01A,24,023,000400,2002
01A,24,023,000400,1047
01A,24,023,000400,1050
01A,24,023,000400,1051
01A,24,023,000400,1021
01A,24,023,000400,1016
01A,24,023,000200,2054
01A,24,023,000200,2059
01A,24,023,000200,2058
01A,24,023,000200,2040
01A,24,023,000200,2044
01A,24,023,000200,2026
01A,24,023,000200,1063
01A,24,023,000200,2041
01A,24,023,000200,2042
01A,24,023,000200,2043
01A,24,023,000200,2046
01A,24,023,000200,2045
01A,24,023,000200,1059
01A,24,023,000200,1013
01A,24,023,000200,2047
01A,24,023,000200,2024
01A,24,023,000200,2023
01A,24,023,000200,2025
01A,24,023,000200,2096
01A,24,023,000200,2020
01A,24,023,000200,2055
01A,24,023,000200,2019
01A,24,023,000200,2022
01A,24,023,000200,2056
01A,24,023,000200,2057
01A,24,023,000200,2021
01A,24,023,000200,2010
01A,24,023,000200,2013
01A,24,023,000200,2014
01A,24,023,000200,1064
01A,24,023,000200,1060
01A,24,023,000200,1010
01A,24,023,000100,2001
01A,24,023,000200,1015
01A,24,023,000200,1061
01A,24,023,000100,2100
01A,24,023,000200,1014
01A,24,023,000200,2083
01A,24,023,000200,2082
01A,24,023,000200,2074
01A,24,023,000200,2093
01A,24,023,000200,2075
01A,24,023,000200,2076
01A,24,023,000200,2067
01A,24,023,000200,2065
01A,24,023,000200,2066
01A,24,023,000200,2048
01A,24,023,000200,2064
01A,24,023,000200,2049
01A,24,023,000200,2079
01A,24,023,000200,2078
01A,24,023,000200,2077
01A,24,023,000300,2075
01A,24,023,000300,2074
01A,24,023,000200,2080
01A,24,023,000200,2063
01A,24,023,000200,2050
01A,24,023,000200,2051
01A,24,023,000200,2062
01A,24,023,000200,2053
01A,24,023,000200,2052
01A,24,023,000200,2081
01A,24,023,000200,2061
01A,24,023,000200,2060
01A,24,023,000501,1010
01A,24,023,000501,1006
01A,24,023,000502,2018
01A,24,023,000502,2005
01A,24,023,000502,2001
01A,24,023,000502,2004
01A,24,023,000502,2000
01A,24,023,000501,1005
01A,24,023,000501,1004
01A,24,023,000200,2089
01A,24,023,000501,1003
01A,24,023,000501,1011
01A,24,023,000501,1012
01A,24,023,000501,1013
01A,24,023,000501,1002
01A,24,023,000501,1007
01A,24,023,000501,1008
01A,24,023,000400,3001
01A,24,023,000400,1065
01A,24,023,000400,1064
01A,24,023,000400,1059
01A,24,023,000400,1060
01A,24,023,000400,1061
01A,24,023,000400,1058
01A,24,023,000400,1057
01A,24,023,000400,1018
01A,24,023,000400,1019
01A,24,023,000400,1015
01A,24,023,000400,1052
01A,24,023,000400,1014
01A,24,023,000400,1017
01A,24,023,000400,2035
01A,24,023,000400,2027
01A,24,023,000400,2028
01A,24,023,000400,2026
01A,24,023,000400,2029
01A,24,023,000400,2049
01A,24,023,000400,2025
01A,24,023,000400,2008
01A,24,023,000400,2004
01A,24,023,000501,1041
01A,24,023,000501,1053
01A,24,023,000501,1047
01A,24,023,000501,1044
01A,24,023,000501,1040
01A,24,023,000501,1043
01A,24,023,000501,1046
01A,24,023,000501,1048
01A,24,023,000501,1021
01A,24,023,000501,1063
01A,24,023,000501,1026
01A,24,023,000501,1027
01B,24,001,002100,3000
01A,24,001,002000,3013
01A,24,001,002000,3011
01A,24,001,002000,3017
01A,24,001,002000,3016
01B,24,001,001900,2049
01B,24,001,001900,2037
01B,24,001,001900,2034
01B,24,001,001900,2035
01A,24,023,000300,2076
01A,24,023,000300,2077
01A,24,023,000300,2073
01A,24,023,000300,2072
01A,24,023,000300,2080
01A,24,023,000300,2071
01A,24,023,000300,2082
01A,24,023,000200,2090
01A,24,023,000200,2092
01A,24,023,000200,2017
01A,24,023,000200,2091
01A,24,023,000300,2081
01A,24,023,000300,2070
01A,24,023,000300,2083
01A,24,023,000300,2084
01A,24,023,000300,2066
01A,24,023,000300,2069
01A,24,023,000300,2041
01A,24,023,000300,2040
01A,24,023,000300,2019
01A,24,023,000200,2018
01A,24,023,000200,2015
01A,24,023,000200,2009
01A,24,023,000200,2002
01A,24,023,000200,2004
01A,24,023,000200,1019
01A,24,023,000200,1020
01A,24,023,000200,1021
01A,24,023,000200,1022
01A,24,023,000200,1035
01A,24,023,000200,1067
01A,24,023,000200,1066
01A,24,023,000200,1034
01A,24,023,000200,1036
01A,24,023,000200,1049
01A,24,023,000200,1045
01A,24,023,000200,1047
01A,24,023,000200,1053
01A,24,023,000200,1050
01A,24,023,000200,1051
01A,24,023,000200,1037
01A,24,023,000200,1052
01A,24,023,000200,1038
01A,24,023,000200,1026
01A,24,023,000200,1070
01A,24,023,000200,1048
01A,24,023,000200,1054
01A,24,023,000200,1046
01A,24,023,000200,1039
01A,24,023,000200,1040
01A,24,023,000200,1055
01A,24,023,000200,1041
01A,24,023,000200,1005
01A,24,023,000200,1007
01A,24,023,000200,1006
01A,24,023,000200,1004
01A,24,023,000200,1024
01A,24,023,000200,1023
01A,24,023,000200,1028
01A,24,023,000200,2003
01A,24,023,000200,1056
01A,24,023,000200,1044
01A,24,023,000200,1033
01A,24,023,000200,1042
01A,24,023,000200,1043
01A,24,023,000200,1071
01A,24,023,000200,1031
01A,24,023,000200,1030
01A,24,023,000200,1077
01A,24,023,000200,1027
01A,24,023,000200,1025
01A,24,023,000200,1032
01A,24,023,000200,1029
01A,24,023,000200,2016
01A,24,023,000300,2020
01A,24,023,000300,2018
01A,24,023,000200,2006
01A,24,023,000300,2017
01A,24,023,000200,2008
01A,24,023,000400,3009
01A,24,023,000400,3013
01A,24,023,000400,3052
01A,24,023,000501,1051
01A,24,023,000501,1052
01A,24,023,000400,2017
01A,24,023,000400,2010
01A,24,023,000400,2009
01A,24,023,000400,3003
01A,24,023,000400,3000
01A,24,023,000400,2014
01A,24,023,000400,2015
01A,24,023,000400,2038
01A,24,023,000400,2039
01A,24,023,000400,2037
01A,24,023,000400,2040
01A,24,023,000400,2041
01A,24,023,000400,2044
01A,24,023,000400,2019
01A,24,023,000400,2020
01A,24,023,000400,2011
01A,24,023,000400,2043
01A,24,023,000400,2042
01A,24,023,000400,2051
01A,24,023,000400,2034
01A,24,023,000400,2033
01A,24,023,000400,2031
01A,24,023,000400,2032
01A,24,023,000400,2022
01A,24,023,000400,2021
01A,24,023,000400,2030
01A,24,023,000400,2036
01A,24,023,000502,2017
01A,24,023,000502,2009
01A,24,023,000502,3009
01A,24,023,000502,3007
01A,24,023,000502,3008
01A,24,023,000400,2058
01A,24,023,000400,2056
01A,24,023,000400,2059
01A,24,023,000400,2053
01A,24,023,000400,2054
01A,24,023,000400,2052
01A,24,023,000400,2048
01A,24,023,000400,2055
01A,24,023,000400,2016
01A,24,023,000400,2013
01A,24,023,000400,2012
01A,24,023,000400,3051
01A,24,023,000400,2047
01A,24,023,000400,2045
01A,24,023,000400,2046
01A,24,023,000400,2018
01A,24,023,000501,1062
01A,24,023,000400,3008
01A,24,023,000400,3010
01A,24,023,000400,3006
01A,24,023,000400,3012
01A,24,023,000400,3007
01A,24,023,000400,3015
01A,24,023,000400,3014
01A,24,023,000501,1061
01A,24,023,000501,1060
01A,24,023,000400,3005
01A,24,023,000700,2013
01A,24,023,000700,1039
01A,24,023,000700,1040
01A,24,023,000700,1008
01A,24,023,000700,1007
01A,24,023,000400,2057
01A,24,023,000700,1001
01A,24,023,000700,2008
01A,24,023,000700,2005
01A,24,023,000700,4009
01A,24,023,000700,4094
01A,24,023,000700,4096
01A,24,023,000700,4011
01A,24,023,000700,4012
01A,24,023,000700,4013
01A,24,023,000700,4010
01A,24,023,000700,2006
01A,24,023,000700,2007
01A,24,023,000700,4000
01A,24,023,000400,3048
01A,24,023,000700,4005
01A,24,023,000400,3046
01A,24,023,000400,3047
01A,24,023,000700,4003
01A,24,023,000700,4001
01A,24,023,000601,1014
01A,24,023,000100,1015
01A,24,023,000100,1038
01A,24,023,000100,1016
01A,24,023,000100,1014
01A,24,023,000100,1012
01A,24,023,000100,1018
01A,24,023,000100,1013
01A,24,023,000700,1029
01A,24,023,000700,1028
01A,24,023,000700,1026
01A,24,023,000700,1025
01A,24,023,000700,1020
01A,24,023,000700,1015
01A,24,023,000700,1024
01A,24,023,000700,1012
01A,24,023,000700,1027
01A,24,023,000700,1013
01A,24,023,000700,1014
01A,24,023,000700,1016
01A,24,023,000601,4030
01A,24,023,000700,1019
01A,24,023,000601,4016
01A,24,023,000700,1018
01A,24,023,000700,2075
01A,24,023,000700,1005
01A,24,023,000700,1006
01A,24,023,000700,1002
01A,24,023,000700,1077
01A,24,023,000700,1017
01A,24,023,000700,1003
01A,24,023,000700,1004
01A,24,023,000700,2076
01A,24,023,000700,1050
01A,24,023,000700,1051
01A,24,023,000700,1035
01A,24,023,000700,1053
01A,24,023,000700,1049
01A,24,023,000700,1052
01A,24,023,000700,1044
01A,24,023,000700,1055
01A,24,023,000700,1045
01A,24,023,000700,1043
01A,24,023,000700,1054
01A,24,023,000700,1047
01A,24,023,000700,1042
01A,24,023,000700,1046
01A,24,023,000700,1048
01A,24,023,000601,4027
01A,24,023,000601,4026
01A,24,023,000601,4023
01A,24,023,000601,4022
01A,24,023,000602,2035
01A,24,023,000601,4021
01A,24,023,000601,4013
01A,24,023,000601,4014
01A,24,023,000601,4012
01A,24,023,000602,2036
01A,24,023,000601,4011
01A,24,023,000602,2032
01A,24,023,000601,4010
01A,24,023,000601,4033
01A,24,023,000700,1032
01A,24,023,000601,4024
01A,24,023,000700,1031
01A,24,023,000400,1003
01A,24,023,000300,2110
01A,24,023,000400,1002
01A,24,023,000200,2095
01A,24,023,000300,2111
01A,24,023,000200,2094
01A,24,023,000300,2109
01A,24,023,000100,3063
01A,24,023,000100,3044
01A,24,023,000100,3036
01A,24,023,000100,3038
01A,24,023,000100,3027
01A,24,023,000100,3026
01A,24,023,000100,3020
01A,24,023,000100,3003
01A,24,023,000100,3047
01A,24,023,000100,3039
01A,24,023,000100,3037
01A,24,023,000100,3042
01A,24,023,000100,3048
01A,24,023,000100,3049
01A,24,023,000100,3041
01A,24,023,000100,3051
01A,24,023,000100,3043
01A,24,023,000100,3057
01A,24,023,000100,3059
01A,24,023,000100,3050
01A,24,023,000100,3040
01A,24,023,000100,3028
01A,24,023,000100,3029
01A,24,023,000100,3032
01A,24,023,000100,3002
01A,24,023,000200,2087
01A,24,023,000200,2085
01A,24,023,000501,1001
01A,24,023,000200,2097
01A,24,023,000501,1000
01A,24,023,000200,2072
01A,24,023,000200,2084
01A,24,023,000200,2073
01A,24,023,000200,2038
01A,24,023,000200,2071
01A,24,023,000200,2070
01A,24,023,000200,2069
01A,24,023,000200,2068
01A,24,023,000200,2033
01A,24,023,000200,2032
01A,24,023,000100,2044
01A,24,023,000200,2035
01A,24,023,000200,2034
01A,24,023,000200,2030
01A,24,023,000200,2031
01A,24,023,000200,2028
01A,24,023,000100,2012
01A,24,023,000100,2008
01A,24,023,000100,2017
01A,24,023,000100,2020
01A,24,023,000100,2000
01A,24,023,000200,2029
01A,24,023,000200,2027
01A,24,023,000100,2018
01A,24,023,000200,2039
01A,24,023,000100,2006
01A,24,023,000200,1062
01A,24,023,000100,2045
01A,24,023,000100,2043
01A,24,023,000100,2021
01A,24,023,000100,2019
01A,24,023,000100,2014
01A,24,023,000100,2011
01A,24,023,000100,2016
01A,24,023,000100,2015
01A,24,023,000100,2013
01A,24,023,000100,2010
01A,24,023,000100,2009
01A,24,023,000100,2007
01A,24,023,000100,1011
01A,24,023,000100,1005
01A,24,023,000100,1007
01A,24,023,000100,1006
01A,24,023,000100,1003
01A,24,023,000100,1002
01A,24,023,000100,1001
01A,24,023,000100,1000
01A,24,023,000100,2003
01A,24,023,000502,2003
01A,24,023,000100,2074
01A,24,023,000200,2037
01A,24,023,000200,2088
01A,24,023,000200,2086
01A,24,023,000100,2066
01A,24,023,000100,2093
01A,24,023,000100,2069
01A,24,023,000100,2068
01A,24,023,000100,2067
01A,24,023,000200,2036
01A,24,023,000100,2081
01A,24,023,000100,2079
01A,24,023,000100,2086
01A,24,023,000100,2080
01A,24,023,000100,2087
01A,24,023,000502,2002
01A,24,023,000100,2076
01A,24,023,000100,2075
01A,24,023,000100,2092
01A,24,023,000100,2091
01A,24,023,000100,2055
01A,24,023,000100,2072
01A,24,023,000100,2058
01A,24,023,000100,2056
01A,24,023,000100,2059
01A,24,023,000100,2057
01A,24,023,000100,2090
01A,24,023,000100,2104
01A,24,023,000100,2089
01A,24,023,000100,2064
01A,24,023,000100,2088
01A,24,023,000100,2063
01A,24,023,000100,2061
01A,24,023,000100,2060
01A,24,023,000100,2062
01A,24,023,000100,2073
01A,24,023,000100,2065
01A,24,023,000100,2049
01A,24,023,000100,2071
01A,24,023,000100,2078
01A,24,023,000100,2070
01A,24,023,000100,2077
01A,24,023,000700,1023
01A,24,023,000700,1022
01A,24,023,000601,4025
01A,24,023,000601,4017
01A,24,023,000700,1021
01A,24,023,000601,4020
01A,24,023,000601,4019
01A,24,023,000601,4018
01A,24,023,000601,4039
01A,24,023,000601,4009
01A,24,023,000601,4007
01A,24,023,000601,4006
01A,24,023,000601,4015
01A,24,023,000601,4028
01A,24,023,000601,4029
01A,24,023,000601,4001
01A,24,023,000601,4000
01A,24,023,000602,2030
01A,24,023,000602,2029
01A,24,023,000602,2022
01A,24,023,000602,2023
01A,24,023,000602,2015
01A,24,023,000602,2014
01A,24,023,000602,2016
01A,24,023,000602,2013
01A,24,023,000602,2004
01A,24,023,000602,2031
01A,24,023,000602,2028
01A,24,023,000602,2021
01A,24,023,000602,2027
01A,24,023,000602,2033
01A,24,023,000602,2034
01A,24,023,000602,2026
01A,24,023,000602,2020
01A,24,023,000602,2019
01A,24,023,000602,2017
01A,24,023,000602,2012
01A,24,023,000602,2010
01A,24,023,000602,2024
01A,24,023,000602,2005
01A,24,023,000602,2003
01A,24,023,000602,1071
01A,24,023,000601,4008
01A,24,023,000602,2025
01A,24,023,000601,4005
01A,24,023,000602,2018
01A,24,023,000602,2009
01A,24,023,000601,4004
01A,24,023,000601,4003
01A,24,023,000601,4002
01A,24,023,000601,3024
01A,24,023,000602,2011
01A,24,023,000602,2006
01A,24,023,000602,2002
01A,24,023,000602,1067
01A,24,023,000602,2007
01A,24,023,000602,1070
01A,24,023,000602,1072
01A,24,023,000602,1076
01A,24,023,000602,1075
01A,24,023,000602,1074
01A,24,023,000602,1073
01A,24,023,000602,1056
01A,24,023,000602,1059
01A,24,023,000602,1060
01A,24,023,000602,1065
01A,24,023,000602,1049
01A,24,023,000602,1077
01A,24,023,000602,1052
01A,24,023,000602,1061
01A,24,023,000602,1054
01A,24,023,000602,1053
01A,24,023,000602,1051
01A,24,023,000602,1055
01A,24,023,000602,1058
01A,24,023,000602,1057
01A,24,023,000602,1025
01A,24,023,000602,1021
01A,24,023,000602,1019
01A,24,023,000602,1020
01A,24,023,000100,3072
01A,24,023,000100,3046
01A,24,023,000602,1048
01A,24,023,000602,1050
01A,24,023,000602,1026
01A,24,023,000602,1027
01A,24,023,000602,1028
01A,24,023,000602,1023
01A,24,023,000602,1018
01A,24,023,000602,1041
01A,24,023,000602,1047
01A,24,023,000602,1043
01A,24,023,000602,1042
01A,24,023,000602,1039
01A,24,023,000602,1046
01A,24,023,000602,1030
01A,24,023,000602,1029
01A,24,023,000602,1031
01A,24,023,000602,1037
01A,24,023,000602,1024
01A,24,023,000602,1022
01A,24,023,000100,3067
01A,24,023,000100,3066
01A,24,023,000602,1016
01A,24,023,000100,3064
01A,24,023,000100,3071
01A,24,023,000100,3033
01A,24,023,000100,3023
01A,24,023,000100,3022
01A,24,023,000100,3019
01A,24,023,000100,3018
01A,24,023,000100,3013
01A,24,023,000100,3017
01A,24,023,000100,3014
01A,24,023,000100,3034
01A,24,023,000100,3045
01A,24,023,000100,3035
01A,24,023,000100,3024
01A,24,023,000100,3008
01A,24,023,000100,3025
01A,24,023,000100,3011
01A,24,023,000100,3012
01A,24,023,000100,3015
01A,24,023,000100,1065
01A,24,023,000100,1052
